UNITCD,PLT_CN,PHYSCLCD
4,29937199010478,23
4,29937234010478,23
4,29937351010478,23
4,29937392010478,11
4,29937439010478,11
4,29937613010478,23
4,29937697010478,23
4,29937746010478,23
1,29937840010478,22
1,29937883010478,22
1,29937930010478,22
1,29938114010478,25
1,29938192010478,22
1,29938335010478,21
1,29939253010478,22
4,29939774010478,11
2,29956468010478,21
2,29956676010478,31
2,29956827010478,21
2,29956980010478,31
2,29957012010478,31
2,29957083010478,32
2,29957121010478,21
2,29957166010478,21
2,29957213010478,21
2,29957258010478,39
2,29957332010478,22
2,29957374010478,21
3,29960471010478,24
3,29960572010478,22
3,29960861010478,22
3,29960974010478,22
3,29961015010478,22
3,29961054010478,22
3,29961100010478,22
3,29961143010478,22
3,29961321010478,22
3,29961417010478,22
3,29961552010478,22
3,29961790010478,22
3,55056679010478,22
3,55056754010478,22
3,55056839010478,22
3,55001738010478,22
3,55001821010478,22
3,55001961010478,22
3,55002039010478,22
3,55002137010478,12
3,55002464010478,22
3,55002655010478,22
4,55002939010478,23
4,55003276010478,23
3,55003395010478,21
3,55003432010478,22
3,55004223010478,21
4,55004461010478,23
4,55004537010478,22
4,55004855010478,23
2,29980748010478,21
2,29980863010478,31
2,29981029010478,21
2,29981195010478,22
2,29981277010478,21
2,29981352010478,24
2,29981428010478,24
2,29981468010478,21
4,29939811010478,11
4,29939894010478,23
4,29939938010478,23
4,29940388010478,11
4,29940429010478,11
4,29940497010478,11
4,29940577010478,23
4,29940728010478,23
4,29940768010478,23
4,29940922010478,23
4,29941002010478,23
3,29962159010478,24
3,29962201010478,22
1,29962358010478,32
1,29962397010478,21
1,29962573010478,22
1,29962737010478,21
1,29962780010478,33
1,29963237010478,21
1,29963343010478,21
1,29963562010478,21
1,29886980010478,21
1,29887109010478,21
1,29887161010478,21
1,29887448010478,21
1,29887559010478,25
1,29887595010478,32
1,29887632010478,24
1,29887780010478,25
1,29888198010478,25
1,29888404010478,32
1,29888553010478,29
4,55005192010478,23
2,55005452010478,21
2,55005747010478,21
2,55005978010478,21
2,55006890010478,21
2,55007119010478,33
2,55007209010478,21
3,55057531010478,22
3,55057645010478,22
2,55058176010478,21
2,55058300010478,31
2,55058556010478,33
2,55058657010478,24
4,55058716010478,23
4,55058910010478,23
4,55059037010478,11
4,55059115010478,23
4,55059215010478,23
3,55059677010478,21
2,29981710010478,21
2,29981840010478,33
2,29981878010478,33
2,29981988010478,21
2,29982376010478,21
2,29982479010478,33
2,29982518010478,39
2,29982556010478,21
2,29982602010478,33
2,29982649010478,33
2,29982687010478,21
2,29982796010478,21
2,29982949010478,21
2,29983115010478,39
2,29983157010478,33
2,29983200010478,33
2,29983282010478,21
2,29983329010478,21
2,29983415010478,21
2,29983464010478,31
2,29983534010478,39
2,29983627010478,33
2,29983668010478,21
2,29983711010478,33
2,29983875010478,21
2,29984111010478,21
1,29923870010478,22
1,29924199010478,21
1,29924238010478,22
1,29924317010478,25
1,29924560010478,22
1,29924741010478,21
1,29924957010478,32
1,29925000010478,21
1,55033867010478,22
1,55034043010478,13
1,55034328010478,13
1,55034376010478,13
1,55034665010478,21
1,55034832010478,21
1,55035560010478,21
1,55035835010478,21
1,55036101010478,24
1,55036331010478,21
1,55036426010478,24
3,55037937010478,22
3,55038370010478,12
3,55038568010478,22
3,55038851010478,22
1,55039127010478,21
1,55039325010478,13
1,55039524010478,33
1,55039632010478,21
1,55039691010478,21
1,55039776010478,31
1,55040368010478,21
1,55040879010478,22
1,55040948010478,31
1,55027067010478,33
1,55027141010478,13
1,55027189010478,21
1,55027253010478,13
2,55061833010478,22
2,55062098010478,22
2,55062579010478,21
2,55062877010478,31
1,55063479010478,21
1,55063669010478,22
4,55063954010478,11
4,55064054010478,23
4,55064123010478,23
4,55064212010478,23
4,55064305010478,23
4,55064384010478,23
4,55064613010478,23
4,55064811010478,22
4,55064889010478,22
4,55064971010478,12
4,55065098010478,12
4,55065166010478,12
4,55065238010478,12
2,55065554010478,21
2,55066003010478,21
3,55077586010478,22
4,55077779010478,23
3,55078196010478,22
3,55078519010478,22
3,55078641010478,22
3,55078724010478,22
1,55078774010478,22
1,55078889010478,22
1,55079186010478,22
1,55079303010478,24
1,55079429010478,13
2,55080077010478,21
2,55080154010478,22
2,55080223010478,22
2,55080343010478,24
2,55080554010478,31
2,55080635010478,21
1,236339632010854,21
1,236339634010854,21
1,236339638010854,21
1,236339640010854,21
2,236339650010854,21
2,236339654010854,21
1,94642785010478,24
1,94643076010478,21
1,94643435010478,21
3,94643600010478,24
2,145720269010478,21
2,145720371010478,21
1,145720790010478,21
3,145777910010478,22
3,145778326010478,22
3,145778671010478,21
4,145779803010478,22
4,145779898010478,12
4,145779980010478,22
4,145780335010478,23
4,145780443010478,11
4,145780527010478,11
4,145780622010478,22
2,236340177010854,33
4,258880184010854,22
4,258880188010854,23
4,258880189010854,11
4,258880190010854,23
4,258880192010854,23
4,258880193010854,11
3,258880196010854,22
4,258880197010854,12
4,258880198010854,23
3,258880199010854,22
3,258880203010854,22
3,258880205010854,22
3,55036566010478,22
3,55037188010478,22
3,55037640010478,22
1,55066421010478,13
1,55066540010478,33
4,55044031010478,12
4,55044666010478,12
4,55044755010478,23
4,55045027010478,23
4,55045101010478,12
4,55045283010478,12
2,55045603010478,21
2,55045699010478,21
2,55045945010478,33
2,55046081010478,33
3,55046611010478,22
3,55046943010478,22
3,55046995010478,22
3,55047108010478,22
2,55081463010478,21
2,55081560010478,21
2,55082116010478,21
1,55082648010478,21
1,55082983010478,21
1,55083053010478,21
1,145786849010478,33
1,145786965010478,25
4,145805045010478,23
4,158399910010478,12
4,158399981010478,23
4,158400062010478,23
4,158400163010478,23
3,158400229010478,22
4,158400286010478,23
1,145745350010478,21
1,145745418010478,22
1,145745590010478,21
4,145745988010478,23
4,145746067010478,22
4,145746409010478,22
4,145747118010478,23
4,145747182010478,22
1,145721066010478,21
1,145759679010478,21
1,145760233010478,24
4,145760597010478,23
4,145760705010478,23
4,145760826010478,23
4,145760941010478,12
4,145761049010478,23
4,145761164010478,23
4,145761311010478,22
4,145761445010478,23
4,145761515010478,11
4,145761586010478,23
2,145761809010478,21
1,145762358010478,13
1,145762432010478,22
1,145762533010478,13
2,145762808010478,21
2,145763205010478,31
2,145763352010478,31
4,258880232010854,11
4,258880235010854,12
4,258880236010854,12
2,94613628010478,22
2,94613920010478,21
2,94614066010478,21
1,145723439010478,25
1,145723567010478,21
1,145723653010478,24
1,145723779010478,25
1,145723968010478,21
1,145724182010478,33
1,145724386010478,33
1,145724650010478,21
1,145724684010478,21
1,145724842010478,21
2,145725103010478,31
2,145780907010478,24
4,145781156010478,11
4,145781256010478,23
1,55041009010478,13
3,55041084010478,22
3,55041542010478,22
4,55013458010478,11
4,55014042010478,12
4,55014328010478,32
4,55014410010478,22
4,55014574010478,22
4,55014716010478,23
4,55014841010478,24
3,55015365010478,22
3,55015469010478,22
3,55015555010478,22
4,55015809010478,23
2,145747446010478,22
3,145748113010478,22
3,145748199010478,22
4,145748323010478,23
4,145748399010478,23
4,145748558010478,23
4,145748613010478,11
3,145748706010478,24
3,145748868010478,22
3,145749297010478,22
3,145749613010478,22
1,145801054010478,33
1,145801154010478,21
2,145801291010478,21
2,145763468010478,33
2,145763549010478,33
1,236339664010854,24
1,236339670010854,21
1,236339672010854,21
1,236339674010854,33
1,236339684010854,21
1,236339686010854,21
1,236339688010854,21
2,236339692010854,21
2,236339694010854,31
2,236339696010854,25
2,236339698010854,24
2,236339704010854,21
2,236339706010854,21
2,236339708010854,21
2,236339714010854,21
2,236339716010854,21
1,236339724010854,21
1,236339728010854,24
1,236339732010854,21
2,236339748010854,31
4,145781340010478,23
4,258880237010854,12
4,258880238010854,23
4,258880239010854,12
4,258880241010854,23
4,258880247010854,23
4,258880249010854,23
4,258880251010854,23
4,258880260010854,23
4,258880262010854,23
4,258880264010854,23
4,258880269010854,23
4,258880270010854,23
4,258880272010854,23
4,258880274010854,23
4,258880275010854,23
4,258880276010854,23
4,258880280010854,12
4,258880282010854,23
4,258880283010854,12
4,258880284010854,23
4,258880288010854,22
4,258880289010854,23
4,55015962010478,23
4,55016280010478,23
4,55016383010478,23
2,55016849010478,39
2,55017024010478,21
2,145801620010478,21
2,145801659010478,33
2,145801851010478,31
2,145801961010478,31
2,145802033010478,33
2,145802647010478,31
3,258880411010854,22
3,258880413010854,24
3,258880415010854,22
3,258880420010854,22
3,258880423010854,22
3,258880424010854,22
3,258880425010854,22
1,236339766010854,21
1,236339772010854,21
2,145764099010478,21
3,145764195010478,23
4,145764725010478,11
4,145764886010478,11
4,145765056010478,23
4,145765367010478,23
4,145765440010478,23
4,145765512010478,11
2,55017565010478,21
2,55017660010478,21
3,55017858010478,22
3,55018254010478,22
3,55018416010478,22
3,55018520010478,22
3,55018999010478,22
3,55019136010478,22
3,55019520010478,22
3,258880437010854,22
3,258880451010854,22
3,258880464010854,22
3,258880466010854,22
3,258880469010854,22
4,94637544010478,23
4,94637610010478,23
4,94637716010478,23
4,94637831010478,11
4,94637941010478,23
4,94638235010478,23
4,94638327010478,11
4,94638666010478,12
4,94638757010478,22
4,94638790010478,22
1,145766669010478,21
1,145766945010478,21
1,145767104010478,21
1,145767350010478,21
1,145767447010478,21
1,145767539010478,33
1,145767610010478,21
1,236339782010854,21
1,236339788010854,33
1,236339790010854,33
1,236339792010854,21
2,236339798010854,21
2,236339804010854,21
2,236339806010854,25
2,236339808010854,21
2,236339810010854,21
2,236339812010854,21
2,236339814010854,21
2,236339816010854,21
2,236339822010854,21
1,236339838010854,33
2,236339848010854,21
2,236339852010854,21
2,236339858010854,21
2,236339862010854,21
2,236339864010854,21
3,55019721010478,22
3,55020080010478,22
3,55020243010478,22
3,55020363010478,22
3,55020470010478,22
4,55020697010478,11
4,55020844010478,23
4,55020912010478,23
4,55021092010478,12
4,55021361010478,23
4,55021498010478,23
2,55021568010478,21
3,55043715010478,22
3,55047401010478,22
3,55047479010478,22
3,55048049010478,21
2,55066941010478,21
2,55067443010478,21
2,55067484010478,33
2,55067791010478,21
4,94639022010478,23
1,145749903010478,21
1,145750191010478,24
1,145750389010478,21
3,145751438010478,22
2,145751692010478,21
2,145752270010478,21
3,145753082010478,22
2,236339870010854,21
2,236339874010854,21
2,236339878010854,21
2,236339880010854,21
1,236339888010854,21
2,236339902010854,21
1,145721631010478,21
3,145721734010478,22
3,145722201010478,22
1,145768066010478,21
1,145768427010478,21
1,145768510010478,21
1,145768757010478,25
3,145768882010478,22
4,145769246010478,23
4,145769309010478,12
4,55022377010478,12
3,55022634010478,22
3,55022768010478,22
1,55022876010478,21
1,55023495010478,21
1,55023717010478,31
1,55024178010478,33
1,55024351010478,21
1,55024575010478,21
2,55024752010478,31
3,55068722010478,22
4,55068884010478,23
4,55068924010478,23
4,55069028010478,11
4,55069115010478,23
4,55069205010478,23
4,55069275010478,23
4,55069441010478,23
4,55069526010478,23
4,55069619010478,22
4,55069778010478,23
1,55070143010478,21
3,55048801010478,22
3,55048964010478,22
3,55049411010478,24
3,55049531010478,24
2,55049744010478,21
4,55050261010478,23
3,145753481010478,22
3,145753913010478,22
3,145803083010478,22
3,146704316010478,22
4,158400747010478,11
2,158400846010478,33
4,158401763010478,11
4,158402326010478,11
4,158402440010478,23
1,236339500010854,24
4,145769472010478,12
4,145769714010478,12
4,145769848010478,23
4,145770103010478,23
4,145770256010478,23
4,145770456010478,12
4,145770523010478,23
4,145770693010478,23
4,145770787010478,12
4,145771201010478,23
2,145771373010478,21
2,145771537010478,25
2,145771722010478,25
3,145772011010478,39
3,145772054010478,22
3,145772151010478,22
3,145772263010478,22
2,236339914010854,21
2,236339926010854,25
2,236339930010854,21
2,236339947010854,21
4,55050532010478,22
4,55050638010478,23
3,54991010010478,23
3,54991632010478,22
4,54991733010478,11
1,55071068010478,21
1,55071195010478,31
1,55071506010478,25
1,55071592010478,21
1,55071734010478,21
1,55072128010478,21
1,55072334010478,22
1,55072516010478,21
1,55072662010478,22
1,55072728010478,24
1,55072981010478,21
1,55073511010478,21
1,55073591010478,21
3,55073759010478,25
2,236339504010854,22
2,236339510010854,22
4,94639680010478,23
4,94639887010478,23
4,94639954010478,11
4,94640031010478,23
4,94640108010478,23
2,94640521010478,33
2,94640641010478,33
2,94640765010478,33
2,236339949010854,21
2,236339951010854,21
2,236339959010854,31
2,236339969010854,24
2,236339973010854,31
2,236339975010854,21
2,236340003010854,33
2,236340005010854,21
2,236340007010854,21
2,236340011010854,21
2,236340013010854,33
4,145772480010478,23
4,145772561010478,23
4,145772616010478,23
3,145772705010478,22
3,145773133010478,11
3,145773441010478,22
3,145773681010478,22
1,145773896010478,22
2,55024898010478,39
2,55024932010478,33
2,55025106010478,21
2,55025342010478,21
2,55025381010478,21
1,55025627010478,33
1,55026450010478,21
1,55026797010478,21
4,55074096010478,23
4,54991942010478,12
4,54992214010478,11
4,54992336010478,23
4,54992425010478,11
4,54992493010478,23
4,54992560010478,23
4,54992646010478,23
2,54992751010478,33
2,54992914010478,33
3,54993314010478,22
3,54993393010478,22
3,54994000010478,22
3,54994556010478,25
3,94641550010478,22
3,94641819010478,22
3,94642011010478,24
2,145754454010478,25
2,145754604010478,21
4,145754730010478,23
4,145754941010478,23
4,145755050010478,23
3,145755705010478,21
3,145756123010478,22
3,145756232010478,22
1,145756380010478,21
3,145757249010478,22
3,145757403010478,22
3,145757505010478,22
1,145774587010478,13
1,145774681010478,22
1,145775103010478,22
1,145775348010478,13
1,145775506010478,22
1,145775586010478,21
2,145775973010478,22
2,145776070010478,24
2,145776540010478,21
2,145776598010478,22
3,145777071010478,22
2,236340041010854,21
2,236340043010854,33
2,236340051010854,33
2,236340053010854,33
4,55074622010478,11
4,55074729010478,23
4,55074848010478,11
4,55075075010478,11
4,55075188010478,22
4,55075284010478,11
4,55075453010478,23
3,54995296010478,22
3,54995541010478,22
3,54995588010478,22
2,54996558010478,21
2,54996844010478,21
4,55075750010478,23
4,55075912010478,23
4,55075967010478,23
4,55076035010478,23
2,55076542010478,31
2,55076845010478,21
2,55077075010478,25
2,145758201010478,21
2,145758349010478,22
2,145758469010478,21
2,145758757010478,21
2,145759012010478,21
2,145759119010478,21
2,145759341010478,21
1,236339536010854,21
1,236339538010854,21
1,236339540010854,21
2,236339554010854,22
2,236339562010854,22
1,236339572010854,21
1,236339580010854,24
1,236339588010854,21
2,236339600010854,21
2,236339610010854,21
2,236340099010854,33
2,236340109010854,21
2,236340115010854,33
2,236340151010854,33
2,236340159010854,33
3,145777309010478,12
3,145777412010478,22
4,258880208010854,22
4,258880210010854,23
4,258880211010854,23
4,258880213010854,23
4,258880215010854,23
4,258880220010854,22
3,258880221010854,22
3,258880222010854,22
4,258880226010854,22
4,258880227010854,23
4,258880229010854,23
4,258880230010854,11
4,258880231010854,12
1,94633772010478,21
1,94633852010478,21
1,94633945010478,21
1,94634125010478,13
1,94634173010478,33
1,94634338010478,33
1,94635029010478,25
3,258880295010854,22
3,258880296010854,22
2,94614331010478,21
2,94614670010478,25
1,94614961010478,24
1,94615353010478,21
1,94615439010478,22
2,94625217010478,21
2,94625281010478,21
2,94625478010478,21
2,94625601010478,21
1,94625767010478,21
1,94626294010478,21
1,94626501010478,31
1,94626616010478,22
1,94626692010478,21
1,145783039010478,21
1,145783317010478,25
1,145783388010478,21
2,145783798010478,21
2,145783947010478,21
2,145784342010478,33
2,145784453010478,33
2,145784493010478,21
4,145739918010478,22
4,145740051010478,22
4,145740137010478,12
4,145740222010478,23
2,145740279010478,33
2,145740352010478,33
2,145740526010478,33
4,94621446010478,23
3,94621689010478,11
3,94621777010478,22
3,94622567010478,22
1,94622769010478,13
1,94622845010478,21
3,145725357010478,25
3,145788662010478,22
3,145788867010478,22
4,145789469010478,23
4,145789558010478,22
4,145789776010478,23
4,145789863010478,23
4,145789956010478,23
4,145790034010478,22
4,145790112010478,23
4,145790230010478,23
2,145790354010478,21
2,145790568010478,21
1,145784947010478,13
3,145787734010478,22
4,94630626010478,23
4,94630856010478,12
4,145744847010478,23
1,94615649010478,21
1,94615739010478,21
1,94616115010478,21
1,94616310010478,22
1,94616533010478,21
1,94616630010478,21
4,94616670010478,23
4,94616835010478,22
2,94616958010478,33
2,94617312010478,33
2,94617359010478,21
2,94617670010478,21
2,94617797010478,21
4,145745091010478,11
4,145745153010478,23
4,145798693010478,22
4,145798867010478,22
3,145798979010478,22
4,145799205010478,11
4,145799276010478,23
4,145799350010478,11
2,145799776010478,25
2,145799935010478,25
2,145800256010478,33
2,145800337010478,33
2,145800409010478,21
1,145735872010478,33
1,145736150010478,21
3,145737467010478,22
3,145737615010478,22
3,145737827010478,23
3,145737891010478,23
3,145737966010478,22
3,145738049010478,23
3,145738092010478,22
3,145738638010478,22
4,145738811010478,12
4,145738892010478,11
4,145739001010478,23
4,145739107010478,23
4,145739214010478,12
4,145739274010478,23
4,145739350010478,23
4,145739425010478,23
4,145739512010478,23
4,145739619010478,12
4,145739692010478,12
1,145793333010478,21
1,145793428010478,21
1,145793814010478,13
1,145793891010478,13
1,145794459010478,21
1,145794797010478,21
1,145795584010478,13
1,145795644010478,21
1,145795899010478,13
1,145796254010478,33
1,145796328010478,13
1,145796537010478,35
1,145796756010478,21
1,145797173010478,31
4,145797411010478,23
4,145797893010478,12
4,145797975010478,12
4,145798051010478,22
4,145798436010478,12
3,258880390010854,22
3,258880394010854,24
3,258880397010854,22
1,94635240010478,21
1,94635393010478,21
1,94635664010478,21
1,94636007010478,21
1,94636184010478,13
1,94636289010478,21
2,145790710010478,21
2,145790831010478,21
2,145791049010478,21
2,145791144010478,21
2,145791447010478,21
2,145791526010478,21
1,94636829010478,21
1,94637124010478,33
1,94637188010478,33
4,94637263010478,12
2,145740748010478,21
2,145740801010478,21
3,145740863010478,22
3,145741608010478,24
3,145741710010478,22
3,145743077010478,21
3,145743268010478,21
3,145743744010478,22
3,145743894010478,22
2,145726751010478,21
3,145727194010478,22
3,145727357010478,22
3,145727784010478,22
3,145727960010478,22
3,145728145010478,22
1,145728665010478,22
1,145728784010478,13
1,145728893010478,21
1,145729237010478,22
1,145729314010478,33
1,145729420010478,22
1,145729999010478,22
4,94630971010478,23
2,94631128010478,21
1,94626798010478,33
1,94626839010478,21
3,94627834010478,32
1,145782409010478,21
3,94627932010478,22
3,94628101010478,22
3,94628323010478,23
4,94628733010478,12
4,94628896010478,23
3,94629049010478,22
3,94629266010478,22
3,94629367010478,25
4,94629831010478,23
4,94629921010478,23
4,94630242010478,23
4,94630350010478,23
4,94630471010478,12
4,94630557010478,12
1,145731743010478,21
1,145731939010478,33
3,145732178010478,22
2,145791858010478,25
2,145792083010478,21
2,145792368010478,21
2,145792408010478,25
2,145792769010478,25
2,145792960010478,21
2,145793112010478,21
2,94631202010478,25
2,94631528010478,21
2,94632171010478,22
2,94632206010478,24
2,94632292010478,21
2,94632646010478,24
2,94632747010478,24
2,94632890010478,21
2,94633140010478,22
2,94633423010478,21
4,258880301010854,23
3,258880306010854,12
3,258880308010854,24
4,258880310010854,11
4,258880314010854,23
4,258880317010854,23
4,258880320010854,23
4,258880325010854,23
4,258880327010854,23
4,258880328010854,11
4,258880330010854,23
4,258880332010854,23
4,258880336010854,23
3,258880338010854,22
4,258880341010854,12
4,258880343010854,12
4,258880345010854,22
4,258880347010854,23
1,145730534010478,21
1,145730797010478,25
3,145781752010478,22
3,145781837010478,22
1,145782775010478,31
4,258880361010854,22
3,258880363010854,22
3,258880375010854,22
3,258880376010854,22
3,258880382010854,22
1,94623355010478,31
1,94623589010478,21
1,94624108010478,31
1,94624623010478,25
1,94624697010478,21
2,94624775010478,21
2,94625120010478,21
3,145733023010478,22
3,145733388010478,22
3,145733709010478,22
3,145734018010478,22
1,145734602010478,21
1,145734844010478,21
1,145735412010478,24
1,145735802010478,13
4,258880349010854,22
4,258880350010854,22
3,258880353010854,22
3,94618500010478,22
3,94618586010478,22
3,94619359010478,22
3,94619652010478,22
3,94619916010478,22
3,94620464010478,22
3,94620574010478,22
4,94621035010478,23
4,94621113010478,22
4,94621203010478,12
2,94621301010478,21
3,94600825010478,12
4,94600880010478,12
4,94600961010478,23
4,94601098010478,23
4,94601128010478,23
4,94601217010478,23
3,94609879010478,22
3,94610127010478,22
1,94610990010478,22
1,94611731010478,22
1,94612305010478,22
1,94612387010478,22
1,94612464010478,13
1,94612498010478,13
1,94612626010478,22
2,94612818010478,21
2,94612927010478,22
2,94613180010478,21
2,94582528010478,21
2,94582898010478,21
4,94582969010478,23
4,94583164010478,12
4,94583254010478,23
1,94583531010478,22
1,94583630010478,21
1,94583890010478,24
1,94584205010478,21
4,94584331010478,23
4,94584439010478,23
4,94584660010478,12
4,94585470010478,23
4,94585604010478,23
2,94585771010478,21
3,94586044010478,22
4,94586540010478,23
4,94586632010478,12
4,94586706010478,23
3,94586968010478,22
2,94587063010478,21
2,94587247010478,21
2,94587279010478,21
2,94587314010478,21
2,94587564010478,21
3,94588373010478,22
3,94588570010478,22
3,94588648010478,22
3,94588958010478,22
4,94601293010478,11
4,94601374010478,23
4,94601537010478,23
1,94601661010478,24
1,94601946010478,24
1,94602079010478,31
1,94602222010478,22
1,94602450010478,21
1,94602726010478,24
1,94603070010478,21
1,94603174010478,21
1,94603365010478,24
1,94603514010478,21
1,94603625010478,22
1,94604052010478,21
1,94604226010478,21
1,94604343010478,24
3,94604758010478,22
3,94604878010478,22
4,94605092010478,12
4,94605145010478,22
4,94605362010478,22
4,94605539010478,12
4,94605619010478,11
4,94605709010478,12
4,94605875010478,23
4,94605960010478,23
4,94606099010478,23
4,94606162010478,23
4,94606314010478,23
4,94606411010478,23
4,94606506010478,23
4,94606708010478,23
4,94606760010478,23
4,94606826010478,23
4,94606896010478,12
4,94606996010478,23
4,94607083010478,23
4,94607174010478,23
4,94607363010478,23
2,94607507010478,21
2,94608042010478,21
2,94608165010478,21
2,94608324010478,25
2,55113183010478,25
2,55113297010478,33
2,55113394010478,21
2,55113754010478,24
1,55113965010478,21
1,55114108010478,21
1,55114264010478,21
1,55114434010478,25
1,55114744010478,21
1,55115007010478,21
1,55115107010478,21
1,55115212010478,21
1,55115646010478,22
2,55116003010478,31
3,94608630010478,22
3,94608724010478,22
4,94609301010478,23
4,94609361010478,12
4,94609436010478,23
3,94609518010478,22
3,94609724010478,12
3,55116683010478,22
3,55116966010478,22
4,55117831010478,22
4,94578571010478,23
4,94578712010478,23
4,94578767010478,23
2,94578950010478,33
2,94579444010478,33
2,94579663010478,33
2,94579840010478,21
2,94579956010478,33
2,94579988010478,33
3,94580036010478,24
3,94580278010478,24
3,94580403010478,22
3,94580510010478,22
3,94581027010478,22
3,94581362010478,22
3,94581485010478,24
3,94581811010478,22
2,94590935010478,21
2,94591040010478,21
4,94591191010478,23
4,94591265010478,23
4,94591452010478,23
4,94591537010478,12
4,94591663010478,23
3,94591802010478,24
3,94591989010478,22
3,94592112010478,21
3,94592172010478,21
3,94593042010478,21
1,94593125010478,21
1,94593353010478,21
3,94594101010478,22
2,94595024010478,24
1,94595897010478,21
4,94596619010478,23
4,94596754010478,12
4,94597020010478,12
4,94597328010478,12
4,94597396010478,23
4,94597520010478,23
2,94597980010478,31
2,94598076010478,31
2,94598153010478,21
1,94598614010478,33
1,94598859010478,22
1,94598964010478,21
2,94599143010478,33
2,94599294010478,21
2,94599422010478,21
2,94599701010478,33
1,14525152020004,24
1,14525163020004,12
1,14525696020004,22
1,108714201010661,12
1,108714231010661,23
1,168993584010661,12
1,168992568010661,22
1,168992596010661,22
1,242376395010661,25
1,168993694010661,24
1,102123322010661,22
1,220855583010661,12
1,102125444010661,24
1,102125468010661,22
1,108634574010661,22
1,108713834010661,12
1,108713847010661,12
1,108713852010661,12
1,102125714010661,12
1,14525234020004,23
1,102477356010661,12
1,102123619010661,21
1,108686302010661,22
1,108709499010661,12
1,102541227010661,22
1,102539580010661,25
1,102474974010661,29
1,102473084010661,25
1,102473744010661,22
1,102474638010661,22
1,102474647010661,22
1,102475019010661,22
1,102123928010661,25
1,102543021010661,25
1,102476504010661,25
1,102123793010661,23
1,102476549010661,12
1,102542334010661,12
1,102543144010661,22
1,220857535010661,12
1,14525265020004,25
1,102477365010661,21
1,102539778010661,22
1,102539787010661,23
1,220855645010661,25
1,102476327010661,12
1,102540849010661,22
1,102542742010661,12
1,102543618010661,22
1,168239281020004,22
1,244683460489998,25
1,168239550020004,12
1,304210287489998,25
1,304210312489998,12
1,102543405010661,12
1,242376462010661,25
1,242375396010661,19
1,242375399010661,12
1,108710160010661,21
1,242375938010661,22
1,242375446010661,12
1,14524812020004,12
1,14524825020004,22
1,14524838020004,24
1,242376279010661,22
1,242376308010661,22
1,168239335020004,23
1,102121609010661,24
1,14525392020004,25
1,108711902010661,21
1,14525485020004,25
1,168239727020004,12
1,168239732020004,23
1,168239733020004,12
1,102473333010661,25
1,102473360010661,21
1,108714903010661,12
1,220858037010661,22
1,168239794020004,25
1,168240221020004,22
1,14525832020004,22
1,102122692010661,22
1,168240550020004,21
1,168240552020004,21
1,168991788010661,22
1,102123958010661,21
1,14525621020004,22
1,168239911020004,23
1,168240004020004,12
1,168240361020004,22
1,108713139010661,23
1,168240760020004,24
1,102475274010661,25
1,168993968010661,25
1,102124859010661,12
1,108634382010661,22
1,244683297489998,22
1,220855749010661,12
1,168994040010661,23
1,168994082010661,22
1,108633992010661,21
1,108634004010661,21
1,108712965010661,25
1,108716372010661,24
1,244683589489998,22
1,242375098010661,12
1,108715779010661,23
1,244683702489998,21
1,102122143010661,22
1,220857689010661,21
1,102122287010661,22
1,102122290010661,21
1,220857425010661,22
1,242375318010661,12
1,220856839010661,22
1,220856845010661,22
1,220857771010661,25
1,242375179010661,22
1,242375240010661,25
1,168992356010661,22
1,168992358010661,21
1,304211533489998,25
1,102542481010661,19
1,102542490010661,12
1,242375825010661,21
1,220857861010661,25
1,14526122020004,24
1,14526009020004,21
1,14526040020004,22
1,168239552020004,12
1,168240642020004,21
1,244683787489998,22
1,59780449010538,22
1,59787623010538,21
1,59789658010538,22
1,59791217010538,22
1,59793613010538,22
1,59793240010538,22
1,59793512010538,22
1,59799332010538,23
1,59799251010538,22
1,59801469010538,12
2,59782335010538,22
2,59782247010538,22
2,59782132010538,23
2,59790455010538,22
2,59790352010538,22
2,59790261010538,22
2,59798421010538,22
2,59798580010538,22
2,59798342010538,23
2,59798657010538,22
2,59803965010538,22
3,59782822010538,22
3,59783090010538,22
3,59782962010538,22
3,59783757010538,22
3,59785309010538,22
3,59789394010538,22
3,59796429010538,22
3,59796324010538,22
3,59796524010538,22
3,59796241010538,22
3,59803201010538,22
4,59781624010538,22
4,59784796010538,22
4,59794324010538,21
4,59802537010538,21
4,59804927010538,22
5,59783519010538,23
5,59788734010538,23
5,59798838010538,21
5,59804119010538,23
6,59784095010538,22
6,59794599010538,29
1,59831375010538,22
1,59818311010538,22
1,59818119010538,22
1,59818188010538,22
1,59823051010538,22
1,59822916010538,22
1,59822763010538,22
1,59824036010538,22
1,59824234010538,23
1,59824301010538,22
1,59824536010538,22
1,59809792010538,32
1,59809686010538,22
1,59809568010538,22
1,59811302010538,22
1,59812387010538,23
1,59812018010538,23
1,59812244010538,22
1,59812137010538,22
2,59829271010538,22
2,59821892010538,22
2,59826692010538,22
2,59826643010538,22
2,59807059010538,22
2,59808903010538,22
2,59816166010538,22
3,59830119010538,23
3,59832359010538,22
3,59832243010538,22
3,59819502010538,22
3,59820832010538,22
3,59805790010538,22
3,59805679010538,22
3,59805632010538,22
3,59807612010538,22
3,59807523010538,22
3,59807992010538,22
3,59814552010538,22
4,59828682010538,21
4,59810871010538,22
4,59813451010538,25
4,59814067010538,22
5,59831524010538,21
5,59824950010538,21
5,59806055010538,21
6,59829541010538,22
