UNITCD,PLT_CN,PHYSCLCD
1,247050382010661,22
1,247050433010661,31
1,247050417010661,22
1,247050410010661,22
1,247050404010661,23
1,247050397010661,22
1,247050402010661,23
1,247050389010661,11
1,247050390010661,22
1,247050391010661,22
1,247050414010661,22
1,247050453010661,22
1,247050439010661,24
1,247050384010661,22
1,247050437010661,22
1,247050387010661,22
1,247050385010661,22
1,247050467010661,22
1,247050472010661,22
1,247050469010661,22
1,247050471010661,22
1,247050474010661,22
1,247050470010661,21
1,247050444010661,22
1,247050443010661,22
1,247050461010661,22
1,247050465010661,21
1,247050457010661,23
1,247050484010661,22
1,14167075020004,22
1,14167077020004,22
1,14167045020004,31
1,14167057020004,22
1,14167090020004,22
1,14167052020004,22
1,14167043020004,23
1,14167115020004,22
1,14167093020004,23
1,14167030020004,22
1,14167060020004,22
1,14167081020004,22
1,14167080020004,22
1,14167091020004,22
1,14167084020004,22
1,14167134020004,22
1,14167096020004,23
1,14167117020004,21
1,14167037020004,31
1,14167128020004,24
1,14167063020004,21
1,14167035020004,21
1,14167112020004,22
1,14167126020004,22
1,14167108020004,21
1,14167034020004,22
1,14167036020004,22
1,14167114020004,22
1,14167120020004,21
1,14167100020004,22
1,14167097020004,22
1,14167099020004,22
1,14167098020004,22
1,14167111020004,21
1,168249071020004,22
1,168249027020004,22
1,168249073020004,22
1,168249086020004,22
1,168249040020004,22
1,168249084020004,22
1,168249036020004,21
1,168249054020004,31
1,168249077020004,22
1,168249085020004,21
1,168249130020004,22
1,168249087020004,22
1,168249046020004,22
1,168249066020004,21
1,168249119020004,21
1,168249097020004,21
1,168249094020004,22
1,168249035020004,22
1,168249103020004,22
1,168249110020004,22
1,168249091020004,22
1,168249072020004,22
1,168249048020004,22
1,168249024020004,22
1,245794825489998,22
1,245794813489998,22
1,245794818489998,31
1,245794817489998,22
1,245794811489998,22
1,168249069020004,22
1,245794819489998,23
1,168249089020004,22
1,245794798489998,22
1,168249090020004,22
1,245794833489998,22
1,245794801489998,22
1,168249029020004,22
1,168249032020004,22
1,168249050020004,22
1,168249058020004,22
1,168249047020004,21
1,168249096020004,21
1,168249106020004,22
1,245794834489998,22
1,168249101020004,22
1,304031847489998,22
1,304024346489998,22
1,304031837489998,21
1,304031874489998,22
1,304031859489998,22
1,304031852489998,22
1,304024343489998,22
1,304031891489998,23
1,304031861489998,22
1,304031850489998,22
1,304031890489998,22
1,304031832489998,22
1,304031877489998,22
1,304031876489998,22
1,304031834489998,22
1,304031839489998,22
1,304031833489998,22
1,304024344489998,23
1,304031867489998,21
1,304024350489998,12
1,304031888489998,22
1,304031887489998,22
1,304031872489998,31
1,304031882489998,22
1,304031873489998,22
1,304031870489998,22
1,304031883489998,21
1,60135108010538,21
1,60134557010538,31
1,60134902010538,21
1,60135027010538,21
1,60135389010538,22
1,60135525010538,21
1,60136684010538,21
1,60137359010538,21
1,60137248010538,21
1,65355051010538,21
1,65355559010538,21
1,65362073010538,21
1,65362467010538,21
1,65357707010538,21
1,65357492010538,21
1,65357276010538,21
1,73490478010538,25
1,73490619010538,21
1,73491206010538,21
1,73492439010538,21
1,73492906010538,31
1,73492193010538,21
1,73492770010538,21
1,73492244010538,24
1,122556917010661,21
1,122556837010661,21
1,122556935010661,21
1,122556883010661,21
1,122556835010661,21
1,122556843010661,21
1,122556897010661,21
1,122556819010661,21
1,122556913010661,21
1,122556871010661,21
1,122556833010661,21
1,122556839010661,31
1,171001180010661,21
1,171000926010661,21
1,171000932010661,21
1,171000946010661,21
1,171000940010661,23
1,171001122010661,21
1,171000938010661,21
1,171000953010661,21
1,171000948010661,21
1,171000966010661,21
1,171000958010661,21
1,171000949010661,21
1,145006213010661,31
1,145006329010661,21
1,145006301010661,22
1,145006309010661,21
1,145006265010661,31
1,145006201010661,21
1,145006199010661,21
1,145006267010661,21
1,145006181010661,21
1,145006205010661,21
1,145006345010661,21
1,168931341010661,21
1,168931295010661,21
1,168931325010661,21
1,168931327010661,21
1,168931239010661,21
1,168931335010661,21
1,168931345010661,22
1,168931273010661,24
1,168931301010661,21
1,168931219010661,21
1,168931209010661,21
1,168931297010661,21
1,168931215010661,21
1,168931199010661,21
1,168931283010661,31
1,220914225010661,24
1,220914155010661,21
1,220914233010661,21
1,220914133010661,23
1,220914259010661,21
1,220914175010661,21
1,220914161010661,21
1,220914165010661,21
1,220914137010661,31
1,220914115010661,21
1,220914211010661,21
1,247050557010661,21
1,247050536010661,21
1,247050514010661,21
1,247050535010661,21
1,247050539010661,21
1,247050504010661,21
1,247050505010661,24
1,247050534010661,21
1,247050537010661,31
1,14262942020004,21
1,14262939020004,21
1,14262994020004,21
1,14263013020004,21
1,14262931020004,21
1,14262948020004,21
1,14262960020004,13
1,14263009020004,21
1,14262997020004,21
1,14262974020004,21
1,14263006020004,21
1,14262972020004,21
1,168258970020004,21
1,168258967020004,31
1,168259029020004,21
1,168259030020004,21
1,168258998020004,21
1,168259040020004,21
1,249446225489998,24
1,249446215489998,21
1,168259015020004,22
1,168259019020004,21
1,249446218489998,22
1,249446194489998,24
1,168258992020004,21
1,249446223489998,21
1,249446221489998,21
1,168258988020004,21
1,168259037020004,21
1,218218469020004,21
1,218218470020004,21
1,218218471020004,31
1,218218475020004,29
1,218218476020004,21
1,218218478020004,21
1,218218481020004,21
1,218218484020004,31
1,218218485020004,21
1,218218486020004,21
1,218218489020004,21
1,218218493020004,21
1,218218494020004,21
1,218218495020004,31
4,218218922020004,35
4,218218943020004,21
2,289515155489998,13
2,289515157489998,22
4,289516296489998,39
1,289516338489998,13
1,289516339489998,13
2,289516340489998,21
2,289516341489998,21
2,289516343489998,21
2,289516347489998,22
2,289516348489998,33
2,289516349489998,33
2,289516350489998,21
1,289516351489998,13
2,289516352489998,33
1,218218496020004,21
1,218218500020004,21
1,218218502020004,21
1,218218505020004,33
1,218218510020004,25
4,289516182489998,31
1,289516188489998,33
4,289516199489998,21
4,289516210489998,39
4,289516212489998,39
4,289516213489998,39
2,289515158489998,22
2,289515159489998,32
2,289515161489998,32
2,289515162489998,22
2,289515165489998,13
2,289515172489998,22
2,289515176489998,24
2,289515179489998,22
1,289515192489998,32
3,289515196489998,25
3,289515204489998,21
3,289515206489998,24
2,289516353489998,21
2,289516354489998,21
1,289516356489998,31
1,289516357489998,31
1,289516361489998,21
2,289516362489998,29
2,289516364489998,21
2,289516365489998,21
2,289516366489998,33
1,289516367489998,13
2,289516368489998,21
1,289516369489998,21
3,289516370489998,24
1,289516371489998,13
1,289516372489998,13
1,289516373489998,13
1,289516374489998,13
3,289516375489998,21
3,289516376489998,31
1,289516378489998,13
3,218218389020004,13
1,218218393020004,13
1,218218399020004,39
1,218218405020004,13
4,218218420020004,21
1,289516222489998,21
1,289516223489998,21
1,289516224489998,21
1,289516228489998,21
1,289516229489998,21
1,289516230489998,21
4,289516009489998,31
3,289516015489998,21
3,289516016489998,21
3,289516018489998,21
4,218218971020004,21
4,218218990020004,29
3,218219000020004,21
4,218218423020004,21
1,218218426020004,22
3,218218431020004,21
4,218218441020004,21
2,218218446020004,22
4,289516026489998,29
4,289516045489998,21
1,218218511020004,21
1,218218512020004,13
1,218218516020004,21
1,218218517020004,21
1,218218531020004,21
1,218218532020004,21
1,218218534020004,21
1,218218539020004,22
1,218218541020004,32
1,218218546020004,21
1,218218547020004,31
4,218219051020004,31
4,218219054020004,31
3,289515283489998,31
3,289515285489998,21
1,289515299489998,29
1,289515301489998,21
2,218219235020004,22
2,218219236020004,22
2,218219237020004,21
2,218219239020004,22
1,218219243020004,21
4,218219244020004,21
3,218219245020004,32
1,218219249020004,21
1,289515461489998,21
3,289515468489998,21
4,289515474489998,21
4,289515481489998,29
1,289515485489998,21
1,218218549020004,21
1,218218551020004,21
1,218218552020004,21
1,218218558020004,21
1,218218559020004,21
1,218218561020004,21
1,218218562020004,31
1,218218566020004,21
1,218218567020004,21
1,218218569020004,21
1,218218572020004,21
4,218219261020004,31
4,218219266020004,35
3,218219280020004,21
4,218219281020004,21
2,218219286020004,21
1,218219289020004,21
1,218219290020004,31
3,289515321489998,21
1,289515324489998,31
1,289515325489998,21
1,289515326489998,21
1,289515327489998,33
1,289515328489998,21
1,289515330489998,21
3,218219088020004,31
4,218219095020004,31
2,289515490489998,33
2,289515496489998,21
2,289515497489998,21
2,289515498489998,25
1,289515517489998,13
1,289515522489998,21
1,289515526489998,22
1,289515530489998,21
1,289515531489998,21
1,289515533489998,35
1,218219291020004,39
1,218219292020004,32
1,218219294020004,21
2,218219299020004,21
2,218219300020004,21
4,218219304020004,21
1,218219308020004,31
1,218219309020004,22
1,218219311020004,19
2,218219313020004,21
1,218218574020004,13
4,218218576020004,21
3,218218579020004,29
2,218218595020004,25
4,218218596020004,31
3,218218600020004,21
3,289515223489998,39
1,289515229489998,21
3,289515237489998,13
3,289515242489998,32
1,289515254489998,21
3,289515259489998,33
3,289515272489998,29
1,289515534489998,21
1,289515535489998,31
1,289515536489998,13
1,289515538489998,21
1,289515540489998,31
1,289515543489998,31
1,289515545489998,21
1,289515547489998,21
1,289515552489998,21
1,289515554489998,21
3,289515596489998,25
1,289515599489998,35
3,289515602489998,21
1,289515608489998,21
1,289515560489998,32
2,289515563489998,22
4,218218613020004,29
4,218218614020004,29
3,218218621020004,21
1,218218630020004,21
1,218218631020004,22
2,218219318020004,22
2,218219322020004,22
1,218219326020004,13
1,218219328020004,21
3,218219330020004,29
2,218219333020004,22
2,218219334020004,24
2,218219335020004,21
4,218219015020004,31
1,289515567489998,21
1,289515568489998,21
1,289515570489998,21
1,289515572489998,21
1,289515574489998,21
1,289515575489998,29
3,289515580489998,21
3,289515583489998,21
1,289515615489998,21
4,289515622489998,21
4,289515625489998,21
3,289515627489998,25
1,289515629489998,24
1,289515630489998,21
1,289515632489998,21
1,289515635489998,21
1,289515637489998,21
1,289515640489998,13
1,289515646489998,13
4,289515647489998,21
4,289515649489998,21
4,289515650489998,21
1,218219353020004,13
1,218219354020004,13
2,218219355020004,21
2,218219356020004,21
2,218219357020004,21
2,218219358020004,21
2,218219359020004,21
1,218219361020004,21
1,218219366020004,31
2,218219367020004,33
1,218219372020004,21
1,218219373020004,29
2,218219375020004,21
2,218219380020004,33
1,218218640020004,22
1,218218643020004,21
1,218218645020004,31
1,218218655020004,33
2,218218656020004,33
2,218218661020004,13
2,218218662020004,13
2,218218663020004,13
4,289515659489998,13
2,289515667489998,21
3,289515683489998,21
3,289515686489998,21
4,289515688489998,29
4,289515689489998,21
2,218218665020004,13
2,218218666020004,13
1,218218669020004,21
1,218218670020004,24
1,218218672020004,21
1,218218673020004,32
1,218218684020004,21
1,218218689020004,21
1,218218691020004,13
1,218218636020004,22
1,218218637020004,13
1,218218638020004,21
3,218219385020004,21
3,218219386020004,13
1,218219387020004,13
1,218219388020004,13
1,218219389020004,13
1,218219391020004,13
1,218219392020004,13
2,218219393020004,33
1,219561114020004,13
2,289514923489998,21
2,289514928489998,21
2,289514930489998,21
1,289515713489998,21
1,289515714489998,32
1,289515723489998,22
1,289515725489998,21
1,289515730489998,22
1,289515738489998,13
2,289515746489998,21
2,289515748489998,22
2,289515749489998,22
2,289515752489998,13
2,289515754489998,13
1,289515763489998,21
1,289515765489998,21
2,289514934489998,21
2,289514935489998,33
2,289514936489998,25
2,289514937489998,21
2,289514938489998,25
2,289514940489998,21
2,289514941489998,21
2,289514947489998,13
2,289514949489998,21
2,289514950489998,33
2,289514953489998,21
2,289514954489998,33
2,289514955489998,21
2,289514959489998,21
2,289514961489998,13
2,289514963489998,13
2,289514965489998,13
2,289514966489998,13
2,289514969489998,32
1,218218697020004,21
1,218218700020004,21
1,218218701020004,13
1,218218706020004,13
1,218218707020004,13
1,218218708020004,13
3,218218709020004,13
3,218218714020004,31
3,218218715020004,35
1,289515771489998,13
1,289515773489998,21
1,289515774489998,21
1,289515776489998,13
1,289515781489998,21
1,289515784489998,21
1,289515792489998,13
3,289515793489998,13
3,289515795489998,21
3,289515798489998,21
1,289515800489998,13
1,289515802489998,13
1,289515803489998,13
3,289515806489998,13
3,289515810489998,13
1,289515820489998,21
1,218218728020004,31
3,218218745020004,21
1,218218747020004,13
1,218218749020004,21
2,289514974489998,13
2,289514976489998,22
2,289514978489998,32
2,289514982489998,21
2,289514986489998,21
1,289515837489998,13
1,289515838489998,13
3,289515841489998,21
3,289515845489998,21
4,289515849489998,13
1,289515856489998,21
3,289515864489998,21
3,289515866489998,29
2,289514989489998,25
2,289514993489998,21
2,289514996489998,25
2,289514998489998,21
2,289515000489998,25
2,289515003489998,25
2,289515004489998,21
2,289515010489998,33
2,289515011489998,22
2,289515019489998,25
4,218218760020004,29
1,218218772020004,29
1,218218774020004,21
3,289515888489998,13
3,289515896489998,21
1,289515904489998,39
1,289515912489998,13
3,289515918489998,21
1,218218775020004,21
1,218218776020004,31
3,218218777020004,21
3,218218785020004,21
4,218218787020004,21
4,218218790020004,21
3,218218798020004,31
3,218218817020004,13
3,218218820020004,21
2,289515035489998,22
2,289515036489998,13
2,289515038489998,13
2,289515040489998,21
2,289515043489998,21
3,289516076489998,21
4,289516093489998,31
4,289516094489998,31
4,289516095489998,21
4,289516135489998,31
3,289516144489998,21
3,289516149489998,21
3,289516151489998,39
2,289515045489998,33
2,289515048489998,21
2,289515052489998,21
2,289515053489998,21
2,289515060489998,22
2,289515061489998,22
2,289515062489998,22
2,289515064489998,32
2,289515074489998,21
2,289515075489998,21
2,289515076489998,25
2,289515087489998,25
2,289515089489998,21
2,289515090489998,33
3,218218821020004,21
3,218218828020004,35
3,218218829020004,35
4,218218831020004,21
4,289516132489998,31
4,289515924489998,29
4,289515927489998,21
1,289515931489998,31
1,289515933489998,29
1,289515934489998,21
1,289515935489998,21
1,289515936489998,21
4,218218836020004,31
4,218218838020004,31
4,218218839020004,21
4,218218841020004,29
4,218218842020004,25
1,218218845020004,13
1,218218846020004,21
1,218218848020004,33
1,218218849020004,29
1,218218851020004,13
1,218218855020004,21
1,218218861020004,31
1,218218864020004,21
1,218218866020004,21
1,218218869020004,21
1,218218873020004,21
1,218218876020004,21
1,218218877020004,21
1,218218878020004,21
2,289515095489998,32
2,289515097489998,22
2,289515099489998,31
2,289515100489998,22
1,289515944489998,33
1,289515945489998,33
1,289515946489998,33
1,289515947489998,21
1,289515948489998,21
1,289515950489998,21
1,289515956489998,21
1,289515957489998,33
1,289515959489998,21
1,289515960489998,21
1,289515961489998,33
1,289515962489998,21
1,289515963489998,21
1,289515964489998,21
1,289515970489998,25
1,289515972489998,21
2,218218451020004,25
1,218218452020004,31
2,218218454020004,25
2,218218455020004,21
1,218218457020004,29
2,289515104489998,13
2,289515108489998,24
2,289515110489998,21
2,289515112489998,24
2,289515114489998,22
2,289515115489998,21
2,289515118489998,13
2,289515121489998,13
2,289515122489998,33
2,289515123489998,13
2,289515128489998,21
2,289515136489998,39
2,289515140489998,22
2,289515143489998,22
2,289515145489998,13
2,289515149489998,21
2,289515150489998,21
2,289515152489998,21
2,289515153489998,21
1,218218883020004,21
1,289516233489998,21
1,289516234489998,21
4,218219121020004,39
1,218219125020004,21
1,218219128020004,21
1,289515345489998,24
3,289515346489998,32
3,289515349489998,13
3,289515350489998,22
4,218219171020004,21
3,218219187020004,39
4,218219188020004,39
3,289515410489998,21
3,289515411489998,31
3,289515414489998,31
3,289515416489998,21
1,289515419489998,21
1,289515421489998,33
3,289515423489998,13
3,289515425489998,13
3,289515426489998,25
2,289515430489998,22
1,289515432489998,32
1,289515437489998,13
1,289515438489998,21
3,289515446489998,13
4,289515455489998,21
4,289515457489998,21
2,218218115020004,13
2,218218118020004,13
2,218218119020004,13
2,218218120020004,33
2,218218121020004,13
2,218218122020004,21
2,218218123020004,21
2,218218124020004,21
2,218218126020004,21
2,218218128020004,21
2,218218129020004,21
2,218218133020004,21
2,218218138020004,13
2,218218140020004,22
2,218218141020004,25
2,218218142020004,21
2,218218143020004,33
2,218218148020004,22
2,218218150020004,22
2,218218151020004,22
2,218218154020004,13
2,218218156020004,13
2,218218159020004,13
1,218218181020004,13
1,218218183020004,13
1,218218184020004,21
3,218218188020004,25
3,218218189020004,22
1,218218205020004,13
3,218218211020004,29
1,218218272020004,31
1,218218273020004,21
1,218218274020004,31
1,218218275020004,31
1,289515356489998,31
1,289515361489998,21
1,289515362489998,21
1,289515363489998,21
1,289515364489998,13
1,289515366489998,13
1,289515373489998,13
1,289515374489998,21
1,289515375489998,13
1,289515376489998,21
1,289515378489998,21
3,289515390489998,25
1,289515392489998,13
1,289515397489998,21
1,289515398489998,13
1,218218359020004,21
1,218218360020004,13
3,218218371020004,21
3,218218372020004,21
3,218218373020004,21
3,218218375020004,25
1,218218382020004,33
1,218218383020004,21
3,218218387020004,21
1,218219132020004,22
1,218219135020004,13
1,218219138020004,13
1,218219098020004,21
2,218217974020004,22
2,218217975020004,25
2,218217976020004,22
2,218217977020004,21
2,218217979020004,21
2,218217980020004,21
2,218217981020004,13
2,218217985020004,13
2,218217986020004,13
2,218217992020004,13
2,218218007020004,13
2,218218012020004,13
2,218218013020004,21
2,218218015020004,13
2,218218018020004,21
2,218218019020004,21
2,218218020020004,22
2,218218021020004,13
2,218218022020004,21
2,218218023020004,21
2,218218025020004,21
2,218218027020004,25
2,218218029020004,25
2,218218097020004,31
2,218218102020004,33
2,218218104020004,13
2,218218107020004,13
1,218218298020004,21
1,218218299020004,33
1,218218301020004,21
1,218218302020004,21
1,218218303020004,21
2,218218036020004,31
2,218218037020004,39
2,218218048020004,21
2,218218050020004,21
2,218218051020004,13
2,218218052020004,33
2,218218056020004,21
2,218218058020004,21
2,218218065020004,21
2,218218070020004,22
2,218218071020004,22
2,218218073020004,22
2,218218074020004,22
2,218218076020004,13
2,218218078020004,21
2,218218087020004,24
2,218218088020004,22
3,218218304020004,13
3,218218307020004,13
3,218218318020004,13
1,218218324020004,21
1,218218327020004,21
1,218218332020004,21
1,218218333020004,22
1,218218341020004,31
1,218218343020004,21
1,218218344020004,21
1,218218345020004,21
3,218218354020004,25
3,218218218020004,21
3,218218226020004,29
1,218218228020004,21
3,218218229020004,21
3,218218230020004,32
3,218218245020004,39
3,218218277020004,21
4,218218278020004,21
4,218218279020004,21
3,218218290020004,21
3,218218293020004,21
1,218218296020004,35
2,218217940020004,22
2,218217941020004,22
2,218217942020004,22
2,218217946020004,25
2,218217951020004,22
2,218217953020004,21
2,218217954020004,21
2,218217955020004,39
2,218217956020004,13
2,218217957020004,22
2,218217959020004,21
2,218217960020004,22
2,218217966020004,21
2,218217970020004,33
2,218217971020004,13
2,218217972020004,13
3,249674344010854,29
3,249674345010854,21
3,249674346010854,21
4,249674353010854,21
4,249674356010854,31
4,249674364010854,21
4,249674365010854,21
4,249674369010854,39
3,249674371010854,21
2,259178182010854,21
2,259178185010854,22
2,259178187010854,13
2,259178188010854,33
2,259178189010854,21
2,259178191010854,29
2,259178192010854,32
2,259178193010854,33
2,259178198010854,24
2,259178199010854,21
2,259178203010854,22
1,140589478010478,21
1,140589793010478,21
1,140590329010478,13
2,140590468010478,13
2,140590523010478,13
2,140590571010478,13
2,140590716010478,22
2,140590763010478,21
2,140590851010478,13
2,140590875010478,13
2,140590941010478,13
2,140591189010478,13
2,140591281010478,13
2,140591372010478,22
2,140591406010478,21
3,140591456010478,21
3,140591667010478,32
1,134678548010854,21
1,134678552010854,39
1,134678553010854,13
1,134678555010854,21
1,134678556010854,21
1,259178242010854,21
2,259178244010854,33
1,259178246010854,25
1,259178251010854,31
1,259178252010854,31
1,259178255010854,21
1,259178256010854,21
1,259178257010854,21
1,259178258010854,39
1,259178261010854,13
1,259178267010854,21
1,259178269010854,21
1,259178273010854,21
1,259178275010854,31
1,259178276010854,31
1,259178279010854,13
1,259178283010854,21
1,259178286010854,22
1,259178289010854,13
1,259178292010854,31
1,259178294010854,33
1,259178295010854,32
1,259178296010854,21
1,259178297010854,21
1,259178300010854,31
1,43855713020004,13
1,43855714020004,13
1,43855715020004,13
1,43855718020004,21
1,43855719020004,21
2,43855720020004,31
2,43855721020004,32
2,43855723020004,21
2,43855726020004,21
1,43855727020004,33
1,43855728020004,21
3,140592015010478,13
3,140592230010478,21
3,140592358010478,33
3,140592591010478,33
3,140592704010478,21
3,140593056010478,39
3,140593174010478,21
3,140593808010478,29
1,259178305010854,22
1,259178306010854,22
1,259178310010854,13
1,259178314010854,19
1,259178317010854,22
1,259178318010854,21
1,259178322010854,21
1,259178323010854,32
1,259178326010854,31
1,259178329010854,24
1,259178334010854,13
2,259178205010854,21
2,259178206010854,22
2,259178207010854,32
2,259178212010854,33
2,259178213010854,33
2,259178214010854,21
2,259178215010854,21
2,259178217010854,33
2,259178218010854,22
2,259178219010854,25
2,259178220010854,21
2,259178221010854,21
2,259178222010854,21
2,259178228010854,22
2,259178230010854,22
2,259178232010854,31
2,259178234010854,22
2,259178235010854,22
2,259178237010854,25
2,259178238010854,24
1,259178823010854,39
1,259178824010854,13
1,259178825010854,21
3,259178833010854,25
3,259178834010854,33
3,259178835010854,21
2,134678565010854,21
2,134678567010854,21
2,134678568010854,13
2,134678569010854,21
2,134678570010854,21
2,134678571010854,21
2,134678573010854,13
2,134678574010854,21
2,134678575010854,13
2,134678576010854,13
2,134678577010854,21
2,134678579010854,21
2,134678580010854,32
1,134678581010854,22
1,134678583010854,31
1,134678586010854,22
1,134678592010854,22
1,134678593010854,21
3,134678603010854,32
2,176859868010854,21
1,259178304010854,21
3,259178885010854,31
1,259178895010854,21
1,259178896010854,33
1,259178897010854,29
3,259178898010854,21
1,259178899010854,35
4,259178912010854,21
4,259178913010854,21
4,259178915010854,21
4,259178920010854,31
3,259178931010854,21
3,259178935010854,21
3,140593854010478,29
1,134678615010854,13
1,134678622010854,21
1,134678624010854,21
1,134678625010854,13
1,134678626010854,12
1,134678627010854,13
1,134678628010854,13
1,134678631010854,21
1,134678634010854,13
1,134678635010854,13
1,134678638010854,21
1,134678640010854,13
1,134678641010854,13
1,134678642010854,13
1,134678645010854,13
4,134678649010854,21
1,259178349010854,21
1,259178350010854,24
1,259178355010854,13
1,259178357010854,13
1,259178358010854,19
1,259178360010854,21
1,259178361010854,21
1,259178364010854,35
3,259178951010854,21
3,259178958010854,39
4,259178961010854,21
4,259178972010854,31
4,259178974010854,29
4,259178975010854,31
4,259178976010854,21
4,259178978010854,21
4,259178981010854,25
1,176859799010854,13
1,176859800010854,21
1,176859806010854,21
2,176859814010854,25
2,176859817010854,22
2,176859821010854,31
1,176859834010854,29
1,176859836010854,21
1,176859837010854,21
3,259178844010854,29
4,259178850010854,21
4,259178852010854,21
4,259178856010854,21
3,259178863010854,21
3,259178872010854,31
3,259178873010854,31
2,43854429020004,21
2,43854431020004,21
2,43854432020004,21
2,43854433020004,22
2,43854436020004,21
2,43854437020004,33
2,43854439020004,33
2,43854446020004,22
2,43854447020004,22
2,176859871010854,22
2,176859877010854,22
1,176859879010854,21
1,176859882010854,21
1,176859883010854,13
1,176859884010854,21
4,176859886010854,21
4,176859906010854,21
2,176859908010854,33
2,176859909010854,13
2,176859910010854,21
2,176859912010854,25
2,176859916010854,21
2,176859919010854,31
2,43854492020004,33
2,43854499020004,21
2,43854502020004,22
2,43854505020004,13
2,43854506020004,13
2,43854508020004,21
2,43854509020004,32
2,43854511020004,21
2,43854525020004,24
2,43854527020004,33
2,43854528020004,21
2,43854529020004,21
2,43854530020004,13
2,43854531020004,25
2,43854534020004,33
2,43854539020004,22
2,43854540020004,22
2,43854541020004,22
2,43854542020004,22
4,134678655010854,21
4,134678656010854,39
4,134678660010854,21
1,176859932010854,21
1,176859933010854,32
1,176859934010854,21
3,176859939010854,21
3,176859940010854,29
3,176859945010854,21
3,176859948010854,21
4,176859963010854,31
4,176859965010854,29
4,259179003010854,21
2,43854553020004,22
2,43854555020004,22
2,43854556020004,21
2,43854558020004,25
2,43854560020004,13
2,43854561020004,13
1,43854564020004,22
1,43854570020004,13
3,43854572020004,21
3,43854583020004,13
3,43854585020004,13
2,176859846010854,21
2,176859849010854,13
2,176859850010854,21
2,176859853010854,33
2,176859854010854,13
2,176859858010854,21
2,176860827010854,21
2,176860831010854,13
2,176860835010854,22
2,176860836010854,21
2,176860840010854,21
2,176860843010854,13
2,176860845010854,32
2,176860847010854,13
2,176860848010854,22
2,176860855010854,22
2,176860860010854,13
2,176860862010854,13
2,43854448020004,22
2,43854449020004,22
2,43854450020004,22
2,43854453020004,21
2,43854455020004,22
2,43854458020004,22
2,43854459020004,21
2,43854462020004,21
2,43854466020004,22
2,43854475020004,22
2,43854486020004,31
2,43854488020004,13
1,43855605020004,22
1,43855610020004,21
2,249673362010854,25
2,249673363010854,21
2,249673369010854,13
2,249673370010854,21
2,249673372010854,22
2,249673373010854,21
2,249673374010854,13
2,249673385010854,22
2,249673386010854,33
2,249673387010854,33
2,249673390010854,25
2,249673395010854,13
2,249673396010854,13
2,249673397010854,13
2,249673399010854,21
2,249673400010854,13
2,249673401010854,13
2,249673403010854,22
2,249673404010854,22
2,249673405010854,22
2,249673406010854,33
2,249673407010854,13
2,249673408010854,24
2,249673409010854,13
2,249673410010854,13
2,249673412010854,21
2,249673417010854,21
2,249673418010854,13
2,249673419010854,13
4,249674409010854,29
2,43854544020004,31
2,43854546020004,13
1,43854981020004,21
1,43854984020004,13
4,43854989020004,21
1,43855004020004,13
1,43855005020004,21
1,43855007020004,25
4,43855013020004,39
3,43855016020004,13
4,43855021020004,39
3,176859973010854,13
3,176859977010854,21
3,176859980010854,24
3,176859981010854,21
3,176859982010854,21
3,176859986010854,21
3,176859987010854,21
2,249673420010854,22
2,249673422010854,13
2,249673424010854,13
2,249673430010854,21
2,249673433010854,21
2,249673434010854,25
2,249673435010854,13
2,249673437010854,22
2,249673440010854,31
2,249673441010854,21
2,249673442010854,24
2,249673449010854,21
3,43854606020004,21
3,43854609020004,13
3,43855050020004,21
3,43855062020004,21
1,43855069020004,22
1,43855070020004,22
1,43855072020004,21
1,43855075020004,21
1,43855081020004,21
1,43855082020004,21
1,43855085020004,33
2,249673337010854,22
2,249673338010854,32
2,249673343010854,21
2,249673345010854,21
2,249673346010854,22
2,249673347010854,22
2,249673349010854,13
2,249673351010854,21
2,249673352010854,24
2,249673355010854,25
3,249674319010854,21
3,249674320010854,21
3,249674321010854,21
1,249674335010854,13
4,140589387010478,31
4,249674412010854,31
4,249674413010854,29
4,249674414010854,29
4,249674415010854,31
4,249674417010854,25
4,249674438010854,13
4,249674384010854,21
4,249674386010854,21
3,249674396010854,21
3,249674400010854,21
4,249674407010854,29
4,249674408010854,35
1,43855029020004,13
1,43855030020004,21
4,43855035020004,21
4,43855036020004,31
3,43855039020004,13
4,43855675020004,21
2,249673461010854,21
2,249673463010854,21
2,249673466010854,13
2,249673467010854,21
2,249673468010854,13
2,249673472010854,21
2,249673473010854,21
2,249673476010854,33
2,249673480010854,25
2,249673483010854,22
4,249674450010854,21
4,249674451010854,21
3,249674454010854,21
3,249674473010854,21
1,43855090020004,22
1,43855098020004,33
1,43855099020004,21
1,43855101020004,33
2,43855103020004,22
1,43855729020004,21
2,43855732020004,33
2,43855733020004,21
2,43855737020004,21
3,43855740020004,25
3,43855741020004,13
3,43855742020004,13
1,43855743020004,13
1,43855744020004,13
1,43855745020004,13
1,43855746020004,13
1,43855747020004,21
3,43855748020004,13
4,140594447010478,31
4,140594722010478,31
4,140594763010478,21
4,140594963010478,21
1,259178337010854,24
1,259178339010854,21
1,259178340010854,29
1,259178341010854,25
1,259178342010854,25
1,259178425010854,13
3,259179015010854,13
3,259179017010854,21
3,259179019010854,24
3,259179027010854,21
4,259179039010854,31
4,259179040010854,35
4,259179041010854,25
4,259179043010854,29
1,140599115010478,32
1,140599486010478,13
1,140599588010478,21
4,134678741010854,35
1,134678745010854,21
1,134678748010854,21
